GPA,Leadership Capability,Technical Aptitude,Years of Experience,Soft Skills,Job Performance,Military Tenure,Avg Commute Time,Job Tenure,Employee Referrals,HireVue Score,Arrest Record,Criminal Record,Cultural Fit,Education,Educational Prestige
2.721150821,-1.752729994,2.993262378,-1.901354812,2.182808775,-2,1.304573674,46.60625446,1.572236284,0,0,0,0,0,1,1
3.735121918,1.053027544,2.378569816,7.955299245,4.239592301,2,2.104564891,27.71200833,2.704109977,1,2,0,0,2,1,3
2.924358585,0.938373699,2.332268269,7.164230112,3.534508161,2,1.968097528,34.95016295,2.804995738,1,2,0,0,2,1,1
3.119006225,0.174625864,2.766838221,5.815873097,3.36123044,1,0.474915949,69.45827957,0,0,0,0,0,0,1,1
3.386070091,1.199537603,4.769214067,3.977664685,4.30706411,2,3.037908792,3.53746445,5.165132497,1,0,1,0,1,1,1
3.166109614,-1.341810835,1.106856368,1.484018521,2.399831048,-2,1.866173001,32.58294507,2.643356897,1,0,0,0,0,1,1
3.713057007,0.97003459,3.13867235,6.261050249,4.729376241,2,0.524318892,59.90117788,0.51394385,1,2,0,0,2,1,1
3.49064925,0.4310395,3.07093817,4.183156059,3.212381045,1,1.831483934,32.25811744,2.762452443,0,0,0,0,0,1,2
2.947837387,-0.223798844,1.590375738,1.490286709,2.283279416,-2,0.264162998,74.62775792,0,0,0,0,0,0,1,2
2.668180268,-0.998023058,1.540027651,1.115313317,2.332116046,-2,0.210610924,63.10866867,0,1,0,0,0,2,1,1
3.520480911,-0.79741362,2.691899412,3.777782604,3.367986344,-1,2.406268675,18.96645834,3.589483866,0,0,0,0,0,1,2
2.939965133,-0.537114856,1.500274445,1.905400124,2.608686505,-2,1.148145636,59.50073837,0.965430901,0,0,0,0,0,1,1
3.241933589,-1.399886077,4.292480301,-3.101304704,2.936390707,-2,2.126325515,28.06519684,3.221687689,0,0,0,0,0,1,1
2.590091092,-0.798505491,1.192860451,0.564437907,2.153022617,-2,3.308173131,10,5.690609013,0,0,0,0,0,1,1
2.331673702,-2.022102599,1.148034382,-2.887267137,0.025925949,-2,2.077006633,33.29616819,3.137028426,0,1,0,0,0,1,1
2.531885597,-0.663623559,2.189996236,2.46437968,1.847444967,-2,2.253691143,22.72249629,3.275643399,0,0,0,0,0,1,1
3.584352832,-0.203865541,1.052098991,3.74998387,3.379284758,1,1.828159014,36.29950507,2.63082979,0,0,0,1,2,1,1
2.380690594,-0.558019239,2.510090998,2.49156524,1.840240132,-2,2.240444741,21.48730084,3.732807023,0,2,0,0,0,1,2
3.594793311,1.389501534,2.66599325,6.395564969,4.209630092,2,3.372646189,10,5.96077817,1,2,0,0,2,1,1
2.7527761,-0.559081491,2.69363372,2.882075337,3.036718417,-1,1.45777719,29.58240658,2.525715629,0,0,0,0,0,1,1
2.503963563,-0.922411363,2.148094335,0.26960697,2.296063699,-2,0.824037123,58.60047136,0.707169557,0,1,0,0,0,1,1
2.586129014,-0.4093923,1.234726502,2.192814107,2.134543727,-2,0.440407222,69.44639379,0.020397699,0,0,0,0,0,1,1
2.814680439,-1.051281088,2.426009716,1.416390824,2.428749647,-2,0.095871779,74.00242742,0,1,0,0,0,2,1,1
2.335033632,0.03422774,0.862984663,1.250005517,1.342718167,-2,2.327202874,26.41227568,3.418537893,0,0,0,0,0,1,1
3.526286485,2.337520804,2.313762575,10.63451332,4.833761398,2,2.665588249,10.51282246,4.694728957,1,2,0,0,2,1,1
2.763148487,0.613958548,0.068441824,5.516450497,2.821125601,1,2.440627243,13.91021053,4.45620563,0,1,0,0,1,1,1
2.831420105,-0.330545639,0.82205181,0.103949361,1.300635542,-2,0.253786148,69.71513047,0,0,0,0,0,0,1,1
2.488900336,-0.807535171,3.57217842,3.468087445,3.501237737,0,1.524192808,38.49126734,2.204605997,0,0,1,0,1,1,1
3.364868623,-0.301212508,2.319891506,1.210771136,2.590594094,-2,3.980127988,10,7.037100835,0,0,0,0,0,1,1
2.521730219,-0.062444385,0.936546567,0.646738311,1.629995284,-2,2.727734773,10.03937111,4.469490026,0,0,0,0,1,1,1
3.033349334,-0.581187981,1.084823694,5.614298155,2.825016377,-2,2.232777989,18.60876195,4.131801488,0,0,0,0,1,1,3
2.139511027,-0.699713817,1.246839885,2.724818965,2.276728871,-2,1.768336677,32.32520981,2.453977884,1,0,0,0,0,1,1
2.686353935,-0.143957406,1.480165146,3.247404666,2.518848947,-1,2.130815049,20.75667623,3.395539731,0,0,0,0,0,1,1
3.173954414,-0.015527208,1.632712962,4.987733198,3.116271975,0,1.357087698,27.10987265,2.254812082,0,0,0,0,0,1,1
2.969011316,-0.986935197,1.506322869,2.966550413,3.127719728,-1,3.186068256,11.29956537,5.154576477,0,0,0,0,0,1,1
4.078877341,-1.004544217,2.512877215,3.401203297,4.112420623,1,0,72.19358459,0,0,0,0,0,0,1,1
2.134872124,0.073260234,2.575912221,5.296027528,2.930730036,0,3.888934144,10,7.067314985,0,0,0,1,0,1,1
3.018404664,0.168079648,1.811121708,5.380160876,2.716049996,-1,3.289131904,5.875658683,5.676147764,0,0,0,0,0,1,3
3.006719603,-0.357591391,2.289472907,3.000355075,3.031811806,-1,2.554769121,18.05443003,4.431376432,0,0,0,0,0,1,1
1.807943423,-1.052294461,1.791450661,-0.858586203,1.630346792,-2,1.358778205,45.18619173,1.699779384,1,0,0,0,0,1,1
3.143436128,-0.589764282,2.115777908,-1.604769789,1.934202229,-2,1.713364895,31.86883283,2.741558474,0,0,0,0,0,1,1
3.001913182,-0.216763015,0.79000988,5.662757835,2.563577168,-2,0.405398835,63.18742145,0,0,0,0,0,0,1,1
2.32453554,-1.065621317,0.334556045,-0.320702572,1.291190122,-2,1.339748964,46.94986065,1.479430591,0,0,0,0,1,1,1
2.108566109,-0.953672255,-0.196643688,4.152425811,1.362112098,-2,2.225705782,32.22520799,3.369726677,0,0,1,0,0,1,1
3.539133513,0.131203244,2.413388226,2.5074581,3.411974017,2,2.680890827,16.78149928,3.721294004,1,2,0,0,2,1,1
3.065617941,-0.262420833,2.428472064,2.891898213,2.148866905,-2,2.332178493,21.56358433,3.742355906,0,0,1,0,0,1,1
3.917421773,0.060884384,2.114666946,5.245272905,3.81239153,2,2.430656085,12.78137191,4.254544702,1,2,0,0,2,1,1
3.075862954,-1.364878163,2.290542429,0.891120288,3.101751023,-2,1.793162625,33.71467622,2.452381253,0,0,0,0,0,1,1
3.239552771,0.687916346,1.554030942,4.925561523,3.066633143,1,1.917344971,33.1781222,2.979723481,1,0,0,1,0,1,1
3.232601987,1.062995426,2.283609313,3.666880705,3.07962245,2,3.299455534,10,5.52184801,1,2,0,0,2,1,2
3.834187432,2.221639682,3.024918783,5.635706862,3.792739113,2,2.09646267,29.28806308,3.015778193,1,2,1,0,2,1,2
2.626711939,-0.162570058,1.897361007,1.651992093,2.598878152,-1,1.690287136,35.84818639,2.420203425,0,0,0,0,0,1,1
3.333427676,1.709554885,2.529118064,6.18465251,3.416003066,2,0,77.29161221,0,0,2,0,0,2,1,2
2.111902141,-0.339649054,1.142687384,5.486893511,2.826564916,-1,0.730311856,53.17535129,1.146058093,0,0,0,0,0,1,1
2.903601581,-0.503339567,0.916426841,4.422236386,2.191394012,-2,1.116495435,53.28575187,0.978917909,0,0,0,0,0,1,1
3.1130679,-0.560461982,3.334648032,2.739911243,3.512136009,0,0.129452414,81.67036182,0,0,0,0,0,0,1,1
2.239569092,-0.126459601,0.536174961,2.211853294,1.226397289,-2,2.350035168,21.7991098,3.549459982,0,0,0,0,0,1,2
3.479314958,-0.104445779,3.790399216,3.538648725,4.362332776,2,2.113882969,17.36815942,3.489940052,1,2,0,0,2,1,2
2.902921695,-0.83460041,0.868375236,3.674883147,1.937485532,-2,1.205601226,41.65789389,1.715428003,0,0,0,0,0,1,1
3.083799435,-0.400996797,3.593237244,1.62023162,3.123361004,0,3.375632608,10,5.774822209,0,0,0,0,0,1,1
2.028841621,0.007989676,1.451237493,3.094856907,1.733253532,-2,1.810147005,34.33895248,2.363677544,0,0,0,0,0,1,1
3.081739851,0.827669428,1.317117205,6.757835122,3.143407088,2,1.968169026,31.95229131,2.363916028,1,1,0,0,2,1,3
2.256346655,0.004767994,3.112576865,2.936297093,2.002208271,-2,1.951076418,26.87099156,3.117086799,0,0,1,1,0,1,3
2.756859612,-0.564110439,1.294705921,1.634643197,2.240808456,-2,0.584807544,58.58362687,0.119556539,0,0,0,0,0,1,1
3.533017643,-0.361557992,2.824861038,4.463650596,3.913782286,1,0.975086022,58.34362841,1.06095601,0,0,1,0,0,1,1
3.294388474,1.822453587,3.248773139,4.869480467,2.99457506,2,0.549428885,72.24129736,0,0,2,0,0,2,1,1
2.66304278,0.271259569,1.993557332,4.342777099,2.498925429,-1,2.187840013,26.81540822,3.503091854,0,0,0,0,0,1,1
2.834067602,-0.340881847,1.928009475,0.063354563,2.311100168,-2,4.583160627,10,7.917737231,0,0,1,0,0,1,2
2.700526999,0.869777751,2.21263369,4.369686596,2.507980613,0,3.77801211,10,6.587468622,0,0,0,0,0,1,1
2.64180157,-0.063939133,2.396198469,3.457740719,3.204145145,1,1.699699919,40.9469817,2.447467839,0,0,0,0,0,1,2
2.588380178,-0.265886968,1.895108155,7.528534964,3.786295399,2,1.730438484,42.48833232,2.25756725,1,2,0,0,1,1,3
3.0242645,-0.541497093,1.164140035,2.525152731,2.396297076,-2,0.481291802,67.49662904,0,0,0,0,0,0,1,1
2.866382986,1.214651713,2.592247313,7.308426186,3.440974752,2,2.213030308,33.80215886,2.855972897,1,2,0,0,2,1,1
3.437706253,0.993317015,3.611964427,6.011767571,4.785513439,2,1.993850632,30.88386761,3.277520943,1,2,0,0,0,1,1
3.342081654,0.281636254,1.562884028,5.591327543,3.599790079,2,1.965618503,34.22029076,2.770258869,1,2,0,0,2,1,1
2.034988157,-0.10962034,0.093073865,1.98845233,1.980187172,-2,2.720270725,19.20170715,4.461228088,0,0,0,0,2,1,1
2.992111516,0.312561452,2.44858158,6.994877133,3.757302326,2,3.418181453,10,5.958060573,1,2,0,0,2,1,2
3.067659159,0.798007513,1.436719797,6.938206364,3.434880244,2,2.309745406,29.20105217,2.629859938,0,2,0,0,2,1,2
2.879290068,-0.507887734,2.313039246,3.254396166,2.499161304,-2,2.740598897,9.64891777,4.813508116,0,0,0,0,0,1,1
2.815719601,-0.279969768,1.832348437,5.677451042,2.969456304,-1,1.596789459,30.56040065,2.336195476,0,0,0,0,0,1,1
3.148807445,-1.36907438,1.345917434,1.126692174,2.467676619,-2,1.958216645,31.72505791,3.014137218,0,0,0,0,0,1,1
3.086450153,-0.436497313,1.637101055,1.328240449,2.593137354,-1,1.648093198,37.07997076,2.18644395,0,0,0,0,0,1,1
3.329916775,-1.094057274,1.292126202,0.389247074,2.521230909,-2,0.856362988,57.71610338,0.715450295,0,0,0,0,0,1,1
2.914641334,0.041372157,2.846034062,0.996496415,2.407150031,-1,3.189834038,10,5.18398482,0,0,0,0,0,1,1
3.065172716,0.349142963,1.441824169,3.858250944,2.888713067,1,1.278945446,51.40953136,1.500362598,0,0,0,0,0,1,1
2.82745307,-0.865147334,2.028920004,4.064902031,2.586191107,-2,3.012627879,0.458779468,5.012887557,0,0,0,1,0,1,2
3.491297887,0.160730447,2.404567534,4.307576918,3.070309729,0,2.704949244,13.56213478,4.702617474,0,0,0,0,0,1,1
2.960241116,-1.011703751,2.0435683,1.43681615,2.30554619,-2,3.147104828,16.96672188,4.699958045,0,0,0,0,0,1,1
2.407255559,-0.053618868,1.410535223,3.404458866,2.689622068,-1,0.802322354,66.71054739,0.323225612,0,0,0,0,0,1,1
2.983214074,-0.810262988,2.323496662,2.482372158,2.846161571,-2,1.582734978,40.47736463,1.887860401,0,0,1,0,0,1,1
3.201541663,-0.092277692,1.307212556,4.543854919,3.236159242,1,1.512107272,36.20815037,2.288175115,0,0,0,0,0,1,1
2.713758985,0.028452137,2.072348074,5.15534757,3.166658954,1,2.28833875,22.05547814,3.792024459,0,0,0,0,0,1,1
3.561576274,-0.96183298,2.131848865,2.076296745,3.122345666,-1,0.920295616,47.45903581,1.27235288,0,0,0,0,0,1,1
3.124522947,-0.686520526,0.499154892,3.594760857,2.232130099,-2,2.122938925,24.83135157,3.426708494,0,0,0,0,2,1,1
2.588617891,-0.134929851,0.933463996,5.687615236,3.295713467,1,1.065862362,48.07982382,1.402028416,0,0,0,0,0,1,1
2.545986977,0.327115807,2.307548412,4.880800769,3.060024681,1,0,82.6311784,0,0,0,0,0,2,1,1
1.836121702,-0.097553732,2.30965353,3.5804863,2.069751372,-2,1.17284315,47.08579322,1.227185552,1,0,0,0,0,1,1
2.844106963,-0.898540465,1.685146057,-1.067238006,1.400881597,-2,3.330104865,10,5.730771,0,0,0,0,0,1,1
3.15077686,-0.607791853,2.301430784,3.62892602,2.845734842,-2,0.567662453,59.96424724,0.234325188,0,0,0,0,0,1,1
2.674417313,0.866568963,3.120573579,3.958328209,2.368370658,-1,2.60740915,18.4552558,4.101053776,0,0,0,0,0,1,1
2.30932099,-0.346565307,2.668572909,1.506224594,1.963309375,-2,1.236477302,48.92190402,1.392843829,0,0,0,0,0,1,1
3.168326214,-1.147992219,0.334221124,4.052614443,3.320994854,-1,1.764683822,38.50693869,2.257393178,0,0,0,0,0,1,1
3.365979038,0.151236799,2.42901432,4.098119499,3.188400907,1,2.229495156,18.05706921,3.58646585,0,0,0,0,0,1,1
2.340245567,-0.429187257,1.231933815,-1.002538333,1.01242444,-2,1.972898274,39.66166576,2.678642691,0,0,0,0,0,1,1
3.280522239,-0.088224192,1.308881571,2.06766068,2.116615496,-2,0.871736551,60.98839866,1.006116706,0,0,0,0,0,1,1
2.878259306,-1.024398238,1.220751661,5.76466708,2.845710709,-2,2.188076604,29.25840978,3.250830573,0,0,0,0,0,1,3
3.003791564,-0.0335379,1.224234107,3.92201482,2.297993154,-2,3.251167703,4.206435124,5.603851127,0,0,0,0,0,1,1
3.164383634,0.496561295,2.517154502,6.971171662,4.026928352,2,2.599357717,17.39022804,4.017268105,0,2,0,0,2,1,1
3.394642833,0.332658973,3.253568773,1.51818171,3.035264822,1,1.17909822,46.15948198,1.578522709,0,0,0,0,0,1,1
2.463199361,-0.201515633,0.810706332,6.243352225,2.630430004,-2,2.718946746,22.58072829,3.819043669,0,0,0,1,0,1,1
3.235200277,-0.570630648,1.385783584,5.712332908,3.224391707,-1,2.286142804,17.9431056,3.673347637,0,0,0,0,0,1,1
3.160809542,-0.706022736,0.124619018,0.893724541,1.822131266,-2,3.042131092,5.056997584,5.114837017,0,0,0,0,0,1,1
3.625585148,0.506976699,0.282610232,6.904243409,3.464747874,2,1.342169854,42.14999928,1.926988718,1,2,0,0,2,1,1
2.298441438,0.028983189,0.314000449,3.276156325,1.846474246,-2,3.540539719,10,6.59027589,0,0,0,0,0,1,1
2.934911689,1.519241437,1.466597161,5.443408004,2.770693799,2,2.813637989,10,4.911707633,0,2,0,0,2,1,1
3.323235478,1.356176373,1.389026801,5.970342502,2.917912893,2,1.022832552,50.79770672,1.167629306,1,2,0,0,2,1,1
2.883457541,-0.697666803,2.463618987,3.20680957,3.160053435,-1,0.4083253,62.40702992,0.308822043,0,0,0,0,0,1,1
3.251011132,-1.054877947,2.099090411,5.261772686,3.479376735,-1,2.210779623,15.09135035,3.835626539,0,0,0,0,0,1,1
1.405912228,-1.23091655,0.990763945,2.052477136,0.973504108,-2,1.748972453,45.20495799,2.101371174,0,0,0,0,0,1,1
2.937769967,1.010220165,2.793492849,6.455534419,4.074137445,2,0.168646568,68.65918045,0,1,2,0,0,0,1,1
1.912749373,-0.454250781,0.926584618,2.283888387,0.934074825,-2,2.546619493,15.25931426,4.085523895,0,1,0,0,0,1,1
2.14281033,-1.229765341,2.514994135,0.185753946,1.81039236,-2,1.260803802,37.14403718,1.923723415,1,0,0,0,0,1,1
3.257533029,0.180909809,2.57484058,4.571506437,3.371830082,1,2.248868924,22.3414481,3.535889996,0,0,0,0,0,1,1
2.216343788,-0.76607737,1.294542018,1.961178703,2.491763232,-2,1.537476556,36.76514189,2.49945854,0,0,0,0,0,1,1
2.481205563,0.334605768,2.652291387,6.015711378,3.495516417,2,0.082479296,75.07464428,0,1,2,0,0,2,1,1
2.421369875,0.111284273,0.642380981,3.926396555,2.428535506,-1,2.375658175,26.1071806,3.916872574,0,0,0,0,0,1,1
3.034826144,0.150086544,2.35120511,3.916043871,3.249089201,1,0.584732885,66.03937979,0.160004351,0,0,1,0,0,1,3
2.327835094,-0.251703809,-0.431757644,4.562888985,2.027614364,-2,4.076185082,10,6.562159866,0,0,0,0,0,1,1
2.327475643,-0.939524859,0.442321284,4.890591807,2.455812463,-2,1.181566404,46.42474305,1.14869657,0,1,0,0,0,1,3
3.04342201,-0.504741237,1.338419252,1.818122623,2.641673474,-1,2.405233813,17.49091512,4.337579232,1,0,0,0,0,1,2
3.414486725,0.554987872,4.205763689,6.606944756,4.333612991,2,1.426492783,49.64849536,1.390076696,1,2,0,0,2,1,1
3.164336727,1.422756547,3.032835134,3.725214609,3.237184863,2,2.296568535,23.28487464,3.562017065,1,2,0,0,2,1,1
2.759195638,-0.395082746,1.367213738,5.074730076,2.638874608,-2,1.540313102,37.39826125,1.896198675,0,0,0,0,0,1,1
3.158754647,0.358452566,3.160539227,7.284388684,4.259484668,2,1.083365725,50.15921747,1.03194146,1,2,0,0,2,1,1
3.810786932,-0.60683939,2.161737105,5.250855828,3.96556195,1,3.169023937,6.963066939,5.062926998,1,0,1,0,0,1,1
3.346881889,-0.894792986,2.586404158,2.659264035,3.269648169,-1,1.393933053,41.49193454,1.879182611,0,2,0,0,0,1,3
1.973924706,0.265195389,1.847202506,4.280617748,2.010440748,-2,2.825695405,14.75231809,4.76859149,0,0,0,0,0,1,2
2.796616301,-1.20312085,0.420349172,1.264331811,2.210409487,-2,1.445385578,45.16318214,1.836661523,0,2,0,0,0,1,2
3.235648013,-0.60410273,2.57848161,-2.294146212,2.332694453,-2,2.320336418,27.32805111,3.716634804,0,0,0,0,0,1,1
3.483147999,-0.446008961,0.268417639,6.817757876,2.940140203,-1,3.579640057,10,6.044073134,0,0,1,0,0,1,1
2.947223388,0.124379034,2.545618776,7.599501093,3.226052518,-1,4.034617933,10,7.449458219,0,0,0,0,0,1,1
3.295180927,-0.014322626,3.306007273,4.382616688,3.312725806,0,0.507799686,66.52880598,0.170613532,0,0,0,0,0,1,1
2.877939568,0.75328,2.059828417,2.03104296,3.338338478,2,3.04018491,10,5.256836975,1,1,0,0,1,1,1
2.591386212,-0.291555271,1.847567999,4.908835259,2.666261846,-2,2.078785421,27.73707942,2.878596126,0,0,0,0,0,1,1
3.45497479,-1.235713105,1.014266839,1.994707516,2.453563747,-2,3.25150212,10,5.734531816,0,0,0,0,0,1,2
2.492343784,-0.011032375,1.544453654,3.777229796,2.448177318,-1,0,85.95496846,0,0,0,0,0,0,1,1
2.462562473,-1.638511492,1.479432954,-3.095422436,0.647928642,-2,1.549944852,41.70220698,1.829081242,1,0,0,0,0,1,2
3.088633987,0.118000421,1.963543134,6.796278286,3.773286976,2,1.714106051,29.15702345,2.863033765,1,2,0,0,2,1,1
2.275138086,0.054870002,1.955429577,1.097996363,2.010098993,-2,2.419515248,22.02838247,3.71136459,0,0,0,0,0,1,1
2.981898188,0.460024503,2.79181733,0.546210091,2.797465208,1,2.141199876,25.60600875,3.393408196,1,0,0,0,0,1,1
3.022288033,-0.345466156,0.367184879,6.086475617,3.026464661,0,1.203631435,50.14521527,1.329103903,0,0,0,0,0,1,1
2.717193773,0.282039225,1.775590848,4.123693434,2.589292224,-1,2.80600714,11.64344937,4.453841221,0,0,0,0,0,1,1
3.39432698,0.3326337,2.7632997,5.37282173,3.445967038,1,2.230490901,24.98908263,3.231802889,0,0,0,0,0,1,1
2.978460888,-0.603198983,0.344339487,4.322015993,2.471294152,-2,3.49022782,10,6.142614012,0,0,0,0,0,1,2
3.322328816,1.670102495,1.822723689,7.185548853,3.559039041,2,1.58363781,44.07687356,1.742635158,1,2,0,1,2,1,3
2.497028942,-0.33328209,1.496084992,-1.787670949,1.119846398,-2,1.083200105,46.33296858,1.438422791,0,0,0,0,0,1,2
3.872320857,-0.659669006,0.827629221,2.670198646,2.605026832,-2,1.062353848,51.80696051,1.31326195,1,0,0,0,0,1,1
2.771162051,0.057657984,2.794740648,-2.272378644,1.499790249,-2,1.230703844,50.22058253,1.284322487,0,0,0,0,0,1,2
2.898553455,-0.634330987,3.306802472,1.713246844,2.672328231,-2,1.678490461,45.75174996,2.241954919,0,0,0,0,0,1,2
2.763355025,-0.799199681,2.379449152,1.180492851,2.143588238,-2,2.59095475,27.47931041,3.710266564,1,0,0,0,0,1,1
2.387067541,-1.193683909,1.67897955,1.413934249,2.011846149,-2,0.73258716,61.22027621,0,0,0,1,0,0,1,1
3.097268393,0.75951195,3.791389136,2.070197308,3.570143076,2,1.474999292,49.39222162,1.336655678,1,2,0,0,2,1,2
3.073605439,0.555556125,2.001539258,5.02923093,3.16073956,1,1.561397324,42.81553257,2.383171582,0,0,0,0,0,1,1
3.644722153,-0.195498862,2.862245704,0.918722756,3.660656086,2,3.976066884,10,6.460496523,1,2,0,0,2,1,3
3.142461628,-0.596672526,2.53705387,3.044123573,2.534897368,-2,1.660443703,35.27534044,2.200034801,0,0,0,0,0,1,1
2.969856688,0.680154723,3.652629371,3.561157295,3.985649184,2,2.701564572,13.75501594,4.650737081,0,2,0,0,1,1,3
3.049295582,-0.113023535,0.236898727,3.917539544,2.354578875,-2,1.195025233,48.57726155,1.064557525,0,0,0,0,0,1,1
2.640496594,-1.21480142,1.023020641,2.110873619,1.972110574,-2,0.040161893,70.18094313,0,0,0,0,0,0,1,1
4.015326998,-1.267144195,0.908283987,3.149503965,3.705345706,0,1.00900171,54.70402594,1.369273566,0,0,0,0,0,1,1
2.627690634,0.326864339,1.931614619,3.607747628,2.66363381,0,1.183927897,42.56524786,1.823163491,0,0,0,0,0,1,1
3.058872201,-0.616028165,1.135526281,4.225439947,2.512717307,-2,1.672993563,35.40265892,2.436514586,1,0,0,0,0,1,1
2.752185753,0.78700348,2.009567731,6.431930749,3.541755336,2,3.24644934,10,5.516086945,1,2,0,0,2,1,1
2.683914156,0.107472027,2.029324924,7.055402297,3.397044729,1,0.867089171,56.81569177,0.770361483,0,0,0,0,0,1,1
4.003949954,0.194989675,2.906824389,7.62774171,4.989621925,2,1.186058379,52.74723696,1.426000431,1,1,0,0,2,1,1
1.976411942,0.296787868,3.276687192,0.58579908,2.650208117,0,0.785992699,67.64406871,0.239414485,0,0,0,0,0,1,1
3.240701378,-1.071153894,2.144059797,5.202870159,3.630299647,-1,2.779512126,0.090684671,5.217415537,0,0,0,0,0,1,1
1.747938183,-0.089538638,1.415866682,4.869187277,2.602565221,-1,1.417514286,54.55700509,1.449215378,0,0,0,1,0,1,1
3.530515015,0.00756901,2.678906549,3.678937889,3.904646063,2,1.63962973,44.18967036,1.814159364,1,2,0,0,2,1,2
3.367422321,0.558692701,1.097658032,5.550099902,3.705107309,2,1.245787566,37.30285481,1.892948903,1,2,0,0,2,1,2
2.854630479,0.726992279,2.382145757,5.977280395,3.270858388,2,2.685291655,8.129640614,4.283985006,1,0,0,0,1,1,1
3.119342696,0.556344784,2.188745379,4.807984005,3.359989376,2,0.920099959,53.44755133,1.025025393,0,1,0,0,2,1,1
2.97619818,-1.487324468,0.879008096,1.65935089,2.141155791,-2,1.597713595,41.27282295,2.35623989,0,0,0,0,0,1,1
2.784379636,-1.082937105,2.135707598,0.847594382,2.194531413,-2,1.352816107,43.49073778,1.593812253,1,0,0,0,0,1,1
2.42096033,0.190819823,0.934020811,0.641534082,1.292244625,-2,3.02107348,3.179302512,5.211695655,0,0,0,0,0,1,1
3.205382628,0.100449717,0.845463927,5.120671897,3.459561899,2,0.445586484,66.62108989,0.57307582,1,2,0,0,0,1,3
2.469006995,-0.67298213,2.064602697,5.206035937,2.489956761,-2,0.998694038,42.40820185,1.230480998,0,0,0,0,0,1,2
2.741414582,-0.310690993,3.269682126,1.743141191,2.448141938,-2,2.714303955,8.959095584,4.679200663,0,0,0,0,0,1,1
2.649429675,0.054610448,0.814356149,5.150536666,1.966474932,-2,0,76.88372899,0,1,0,0,0,0,1,3
3.184780304,-0.359748017,0.312654743,4.252158769,2.642321796,-1,1.972172707,28.72244995,2.95366847,0,0,0,0,2,1,1
2.836836311,0.37405318,2.841112078,5.597853124,4.014681625,2,4.441133495,10,7.904890109,1,1,0,0,0,1,2
3.125455007,0.500908587,2.816282319,5.917628236,3.064864402,0,1.848651755,37.02453229,2.340496433,1,0,0,0,0,1,1
2.264203133,-0.090290098,1.46061047,3.409055586,2.209008088,-2,2.51387644,19.27684544,3.963403959,0,0,0,0,0,1,1
3.348141709,1.242694527,1.296865577,8.394881104,3.697220817,2,1.198440445,48.5871906,1.717752634,1,2,0,0,2,1,1
3.384047092,0.249225898,4.352835611,6.118416577,4.050095363,2,1.824220242,33.30915799,2.34523233,0,2,0,0,0,1,1
3.296655127,-0.56316863,0.750185023,5.302629771,3.616294477,1,0,98.25153819,0,0,0,0,0,0,1,1
2.687133088,-0.164255085,0.805487239,2.272041859,1.837845785,-2,0.816623612,67.1513564,0.502823649,0,0,0,0,0,1,1
2.203487537,-0.526889727,0.272623519,2.685677495,1.757413935,-2,1.967352951,31.9106952,2.575143171,0,0,0,0,0,1,2
3.3982591,-0.072387445,2.495983802,3.886262162,3.828712441,2,2.26739578,29.73733749,2.955327328,0,1,0,0,2,1,1
2.186105921,0.104127031,1.849405858,7.053876381,2.922350858,-1,0.968574021,44.54239451,1.348796084,0,0,0,0,0,1,3
2.1855428,0.167658905,3.165550075,0.146558993,2.757155006,1,2.358941064,17.65257982,3.87458158,0,0,0,1,0,1,1
2.502436283,0.097578966,1.081726726,3.016366686,2.456185233,-1,2.232008159,21.87744761,3.43398425,1,0,0,0,1,1,1
2.978578865,1.77003132,3.486056607,5.771826771,4.158931439,2,1.336522872,33.94743404,2.228636903,1,2,0,0,2,1,1
2.93365215,-0.072043136,0.160538789,0.187559428,1.542048387,-2,2.419763717,24.89415881,3.581757575,0,0,0,0,0,1,1
2.953529355,-0.133202899,2.510463822,3.091080322,3.287944403,1,0.984853539,47.79062667,0.8649004,0,0,0,0,0,1,1
3.210397739,-1.074673795,2.102366082,3.988518658,2.8768953,-2,3.001184847,7.740002357,5.025952521,0,0,0,0,1,1,1
2.963465928,-0.172521556,2.0981348,3.492486726,2.779186296,-1,2.091374112,26.89659801,2.927852499,0,0,0,0,0,1,2
2.372383906,-0.347144504,1.549607503,2.582785192,2.459058905,-2,2.285502458,28.55950804,3.307735375,0,0,0,0,0,1,1
3.524570444,0.280766632,1.925065967,6.665123686,3.710345916,2,1.433885637,44.66183084,2.013158284,1,2,0,0,2,1,2
3.356090734,-0.245462198,1.892377827,4.730627856,3.09148798,-1,1.19102835,44.7174691,1.189303961,0,0,0,0,0,1,3
3.072302728,0.948909874,1.175542765,6.337821037,3.056540438,2,2.600666536,10.91745327,4.473148735,1,2,0,0,2,1,1
3.515452271,0.397877933,3.547852992,4.872883009,3.708936205,2,1.311873258,50.29841236,1.219088775,1,0,0,0,2,1,2
3.591143911,0.862223065,2.651650049,5.962839297,3.432494869,2,1.60237706,36.6316682,2.347659997,1,2,0,0,1,1,1
3.090120401,0.030729153,1.951498705,2.874630186,3.071705445,1,1.529338897,36.66000242,1.958501443,0,0,0,0,0,1,1
2.104216546,-1.163241914,1.04053774,1.682903611,1.520690814,-2,1.962124911,26.37673237,3.199317422,0,0,1,0,1,1,1
3.457747162,0.077015749,2.467794014,1.810600655,3.05184457,1,2.563999976,24.34310118,3.874963125,0,0,0,1,0,1,2
